ID;AtcCode;Name;FormOfInjection;Strength;LegalStatus;Reimbursement;Manufacturer;Spc;Pil;ValidFrom;ValidTo
892;C10AA05;ATORVASTATIN ZENTIVA 20MG;film-coated tablet;20mg;Prescription;No;Zentiva k.s.;SPC_1626218.pdf;PIL_1626218.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
893;N05AX08;RISPOLEPT CONSTA 50MG;powder and solvent for prolonged-release suspension for injection;50mg;Prescription;No;UAB JOHNSON & JOHNSON;SPC_1122141.pdf;PIL_1122141.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
894;C10BX13;ROXIPER;film-coated tablet;20mg +4mg +1,25mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1731226.pdf;PIL_1731226.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
895;C09DA03;CO-DIOVAN;film-coated tablet;320mg +25mg;Prescription;No;"SIA Novartis Baltics""""";SPC_1259939.pdf;PIL_1259939.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
896;L01CA04;NAVELBINE;capsule, soft;20mg;Prescription;No;Pierre Fabre Medicament;SPC_1595594.pdf;PIL_1595594.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
897;N04BC05;SIFROL;prolonged-release tablet;0,52mg;Prescription;No;BOEHRINGER INGELHEIM INTERNATIONAL GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000133/WC500049954.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000133/WC500049954.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
898;C09DB04;TWYNSTA;tablet;40mg +5mg;Prescription;No;BOEHRINGER INGELHEIM INTERNATIONAL GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001224/WC500098190.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001224/WC500098190.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
899;L01CD02;DOCETAXEL TEVA;concentrate and solvent for solution for infusion;20mg 0.72ml;Prescription;No;Teva B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001107/WC500073419.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001107/WC500073419.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
900;L04AX01;ATSIMUTIN;film-coated tablet;25mg;Prescription;No;PharmaSwiss Ceska republika s.r.o;SPC_1667268.pdf;PIL_1667268.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
901;B05XB02;DIPEPTIVEN;concentrate for solution for infusion;200mg 1ml;Prescription;No;FRESENIUS KABI AB;SPC_1012846.pdf;PIL_1012846.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
902;C09DA04;COBESAR;film-coated tablet;150mg +12,5mg;Prescription;No;Actavis Group PTC ehf;SPC_1418431.pdf;PIL_1418431.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
903;B02AA02;TRANEXAMIC ACID ACCORD;solution for injection;100mg 1ml;Prescription;No;Accord Healthcare Limited;SPC_1688058.pdf;PIL_1688058.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
904;N05AH03;ZALEPIN;orodispersible tablet;15mg;Prescription;No;Iasis Pharmaceuticals Hellas S.A.;SPC_1602201.pdf;PIL_1602201.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
905;B01AC04;ZYLLT;film-coated tablet;75mg;Prescription;Yes;KRKA d.d., Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001058/WC500054065.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001058/WC500054065.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
906;C09DA06;ATACAND PLUS;tablet;32mg +25mg;Prescription;No;AstraZeneca AB;SPC_1393860.pdf;PIL_1393860.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
907;B05AA01;ALBUNORM 250 G/L;solution for infusion;250mg 1ml;Prescription;No;Octapharma (IP) SPRL;SPC_1440098.pdf;PIL_1440098.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
908;R06AE07;ZYRTEC;oral drops, solution;10mg 1ml;Prescription;Yes;UCB Pharma Oy Finland;SPC_1022869.pdf;PIL_1022869.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
909;A10BH05;TRAJENTA;film-coated tablet;5mg;Prescription;Yes;Boehringer Ingelheim International GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002110/WC500115745.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002110/WC500115745.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
910;L01XA02;CARBOPLATIN ACTAVIS;concentrate for solution for infusion;10mg 1ml;Prescription;No;Actavis Group PTC ehf;SPC_1482645.pdf;PIL_1482645.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
911;B01AC04;CLOPIDOGREL ZENTIVA;film-coated tablet;75mg;Prescription;No;Zentiva k.s.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000975/WC500055636.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000975/WC500055636.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
912;L04AB01;ERELZI;solution for injection in pre-filled syringe;25mg;Prescription;No;Sandoz GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004192/WC500230142.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004192/WC500230142.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
913;C10AA04;FLUVASTATIN ACCORD;prolonged-release tablet;80mg;Prescription;No;Accord Healthcare Limited;SPC_1529838.pdf;PIL_1529838.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
914;R03AK06;SERKEP;pressurised inhalation, suspension;25mcg +125mcg;Prescription;Yes;Mylan S.A.S;SPC_1717219.pdf;PIL_1717219.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
915;L01XE01;GLIPOX;capsule, hard;100mg;Prescription;Yes;UAB Norameda;SPC_1658448.pdf;PIL_1658448.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
916;R03AK06;SERKEP;pressurised inhalation, suspension;25mcg +250mcg;Prescription;Yes;Mylan S.A.S;SPC_1717220.pdf;PIL_1717220.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
917;A10BB09;DIAPREL MR 60MG;modified-release tablet;60mg;Prescription;Yes;Les Laboratories Servier;SPC_1350054.pdf;PIL_1350054.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
918;A07EC02;ASACOL 800 MG;modified-release tablet;800mg;Prescription;Yes;Tillotts Pharma AB;SPC_1184970.pdf;PIL_1184970.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
919;B02BD06;VONCENTO;powder and solvent for solution for injection/infusion;2400RÜ +1000RÜ;Prescription;No;CSL Behring GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002493/WC500151230.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002493/WC500151230.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
920;C10AX09;EZETIMIBE ACCORD;tablet;10mg;Prescription;Yes;Accord Healthcare Limited;SPC_1681174.pdf;PIL_1681174.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
921;G04BE08;TADALAFIL MYLAN;film-coated tablet;20mg;Prescription;No;Mylan S.A.S;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003787/WC500179397.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003787/WC500179397.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
922;N04BC04;MEDOQUIP;film-coated tablet;0,25mg;Prescription;No;Medochemie Ltd.;SPC_1608971.pdf;PIL_1608971.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
923;L04AC08;ILARIS;powder and solvent for solution for injection;150mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001109/WC500031680.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001109/WC500031680.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
924;A10BJ04;EPERZAN;powder and solvent for solution for injection;50mg;Prescription;No;GlaxoSmithKline Trading Services Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002735/WC500165117.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002735/WC500165117.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
925;L01DC03;MITOMYCIN ACCORD;powder for solution for injection /infusion;40mg;Prescription;No;Accord Healthcare Limited;SPC_1715565.pdf;;0001-01-01T00:00:01;9999-12-31T23:59:59
926;A10BJ03;LYXUMIA;solution for injection;20mcg 0.2ml;Prescription;Yes;sanofi-aventis groupe;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002445/WC500140401.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002445/WC500140401.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
927;R01BA89;CLARINASE;prolonged-release tablet;240mg +10mg;Prescription;Yes;UAB Bayer;SPC_1078310.pdf;PIL_1078310.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
928;L01CD02;TAXESPIRA;concentrate for solution for infusion;20mg 1ml;Prescription;No;Hospira UK Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003925/WC500193691.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003925/WC500193691.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
929;J01CR02;AMOKSIKLAV;powder for solution for injection /infusion;1g +0,2g;Prescription;No;Sandoz Pharmaceuticals d.d.;SPC_1017694.pdf;PIL_1017694.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
930;N01AX10;PROPOVEN 2%;emulsion for injection/ infusion in pre-filled syringe;20mg 1ml;Prescription;No;FRESENIUS KABI Deutschland GmbH;SPC_1538524.pdf;PIL_1538524.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
931;B03XA01;ABSEAMED;solution for injection in pre-filled syringe;3000RÜ 0.3ml;Prescription;No;MEDICE Arzneimittel Pütter GmbH & Co. KG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000727/WC500020661.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000727/WC500020661.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
932;H02AB09;SOLU-CORTEF;powder and solvent for solution for injection;100mg;Prescription;No;Pfizer Europe MA EEIG;SPC_1009066.pdf;PIL_1009066.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
933;N03AX09;LAMICTAL 25MG;chewable/dispersible tablet;25mg;Prescription;Yes;Glaxo Group Ltd.;SPC_1394210.pdf;PIL_1394210.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
934;C09DA07;TELMISARTAN/HYDROCHLOROTHIAZIDE TAD;tablet;40mg +12,5mg;Prescription;No;TAD Pharma GmbH;SPC_1566570.pdf;PIL_1566570.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
935;L01XE06;SPRYCEL;film-coated tablet;80mg;Prescription;No;Bristol-Myers Squibb Pharma EEIG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000709/WC500056998.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000709/WC500056998.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
936;N04BA03;CORBILTA;film-coated tablet;125mg +31,25mg +200mg;Prescription;No;Orion Corporation;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002785/WC500156528.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002785/WC500156528.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
937;C07AB02;METOPROLOL STADA;tablet;50mg;Prescription;Yes;STADA  Arzneimittel AG;SPC_1072190.pdf;PIL_1072190.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
938;J02AC01;DIFLAZON;capsule, hard;100mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1036943.pdf;PIL_1036943.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
939;A10BD19;GLYXAMBI;film-coated tablet;5mg +10mg;Prescription;Yes;Boehringer Ingelheim International GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003833/WC500216972.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003833/WC500216972.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
940;B02BD83;ELOCTA;powder and solvent for solution for injection;250RÜ;Prescription;No;Swedish Orphan Biovitrum AB;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003964/WC500198642.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003964/WC500198642.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
941;L01XE01;IMATINIB TEVA;film-coated tablet;100mg;Prescription;Yes;Teva B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002585/WC500137418.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002585/WC500137418.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
942;C09CA04;IRBESARTAN ZENTIVA;film-coated tablet;300mg;Prescription;No;sanofi-aventis groupe;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000785/WC500036226.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000785/WC500036226.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
943;C09DA04;IRPREZIDE;film-coated tablet;150mg +12,5mg;Prescription;No;Actavis Group PTC ehf;SPC_1418150.pdf;PIL_1418150.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
944;N05AX08;MEDORISPER;film-coated tablet;1mg;Prescription;No;Medochemie Ltd.;SPC_1271214.pdf;PIL_1271214.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
945;B01AB06;FRAXIPARINE;solution for injection in pre-filled syringe;5700RÜ anti Xa 0.6ml;Prescription;Yes;Aspen Pharma Trading Limited;SPC_1124110.pdf;PIL_1124110.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
946;G04BE09;VARDENAFIL ALEMBIC;film-coated tablet;10mg;Prescription;No;Alembic Pharmaceuticals Europe Limited;SPC_1775426.pdf;PIL_1775426.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
947;L01AX03;TEMOZOLOMIDE SUN;capsule, hard;140mg;Prescription;No;Sun Pharmaceutical Industries Europe B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002198/WC500109705.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002198/WC500109705.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
948;N03AX16;PRAGIOLA;capsule, hard;300mg;Prescription;Yes;KRKA d.d., Novo mesto;SPC_1655760.pdf;PIL_1655760.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
949;J01DC02;CEFUROXIME SANDOZ 750 MG;powder for solution for injection;750mg;Prescription;No;Sandoz Pharmaceuticals d.d.;SPC_1197660.pdf;PIL_1197660.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
950;L01AA09;BENDAMUSTINE ACTAVIS;powder for concentrate for solution for infusion;2,5mg 1ml;Prescription;No;Actavis Group PTC ehf;SPC_1689565.pdf;PIL_1689565.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
951;N04BA03;LEVODOPA/CARBIDOPA/ENTACAPONE ORION;film-coated tablet;75mg +18,75mg +200mg;Prescription;No;Orion Corporation;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002441/WC500113070.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002441/WC500113070.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
952;L01XX35;ANAGRELIDE MYLAN;capsule, hard;1mg;Prescription;No;Mylan S.A.S;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004585/WC500244506.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004585/WC500244506.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
953;A10AD04;LIPROLOG MIX25 KWIKPEN;suspension for injection;100TÜ 1ml;Prescription;No;Eli Lilly Nederland B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000393/WC500040928.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000393/WC500040928.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
954;C01EB17;CORLENTOR;film-coated tablet;7,5mg;Prescription;No;Les Laboratoires Servier;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000598/WC500035341.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000598/WC500035341.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
955;V08AB04;IOPAMIRO 370;solution for injection;755mg 1ml;Prescription;No;Bracco Imaging S.p.A.;SPC_1121375.pdf;PIL_1121375.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
956;S01EE04;BONDULC;eye drops, solution;40mcg 1ml;Prescription;Yes;Actavis Group PTC ehf;SPC_1600614.pdf;PIL_1600614.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
957;N05AH03;OLANZAPIN KRKA;orodispersible tablet;15mg;Prescription;No;Krka, d.d., Novo mesto;SPC_1260885.pdf;PIL_1260885.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
958;B03XA83;EPORATIO;solution for injection in pre-filled syringe;3000RÜ 0.5ml;Prescription;No;ratiopharm GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
959;J02AC04;NOXAFIL;oral suspension;40mg 1ml;Prescription;Yes;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000610/WC500037784.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000610/WC500037784.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
960;L04AB04;HUMIRA;solution for injection;40mg 0.8ml;Prescription;No;AbbVie Deutschland GmbH & Co. KG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000481/WC500050870.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000481/WC500050870.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
961;G03AA07;LEVERETTE;film-coated tablet;0,15mg +0,03mg;Prescription;Yes;UAB Exeltis Baltics;SPC_1621752.pdf;PIL_1621752.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
962;C09CA06;CANDESARTAN TEVA;tablet;8mg;Prescription;No;Teva Pharma B.V.;SPC_1469741.pdf;PIL_1469741.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
963;C01BD01;AMIOKORDIN;tablet;200mg;Prescription;Yes;KRKA d.d., Novo mesto;SPC_1044616.pdf;PIL_1044616.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
964;M05BA04;ALENDRONIC ACID ACCORD 70MG;tablet;70mg;Prescription;No;Accord Healthcare Limited;SPC_1300026.pdf;PIL_1300026.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
965;C10BX10;VALAROX;film-coated tablet;20mg +80mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1729706.pdf;PIL_1729706.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
966;J05AE10;DARUNAVIR KRKA d.d.;film-coated tablet;800mg;Prescription;No;KRKA d.d., Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004891/WC500242262.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004891/WC500242262.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
967;J05AF05;ZEFFIX;film-coated tablet;100mg;Prescription;Yes;Glaxo Group Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000242/WC500048387.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000242/WC500048387.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
968;B02BD02;HELIXATE NEXGEN;powder and solvent for solution for injection;3000RÜ;Prescription;No;Bayer AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000276/WC500047822.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000276/WC500047822.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
969;R03AC13;OXIS TURBUHALER;inhalation powder;9mcg 1annust;Prescription;Yes;AstraZeneca AB;SPC_1034075.pdf;PIL_1034075.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
970;N03AX09;LAMICTAL 5MG;chewable/dispersible tablet;5mg;Prescription;Yes;Glaxo Group Ltd.;SPC_1394018.pdf;PIL_1394018.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
971;N06DX01;MANTOMED;film-coated tablet;5mg;Prescription;No;Medochemie Ltd.;SPC_1622078.pdf;PIL_1622078.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
972;B03XA01;BINOCRIT;solution for injection in pre-filled syringe;10000RÜ 1ml;Prescription;No;Sandoz GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000725/WC500053680.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000725/WC500053680.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
973;L01AX03;TEMOZOLOMIDE HEXAL;capsule, hard;250mg;Prescription;No;HEXAL AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001127/WC500079448.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001127/WC500079448.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
974;P01BA02;PLAQUENIL;film-coated tablet;200mg;Prescription;Yes;Sanofi-Aventis Estonia OÜ;SPC_1027291.pdf;PIL_1027291.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
975;H01AX01;SOMAVERT;powder and solvent for solution for injection;10mg;Prescription;No;Pfizer Europe MA EEIG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000409/WC500054629.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000409/WC500054629.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
976;M01AE01;IBUPROFEN-RATIOPHARM 400 MG;film-coated tablet;400mg;OTC,Prescription;No;ratiopharm GmbH;SPC_1677326.pdf;PIL_1677326.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
977;A10BA02;METFORAL 850 MG;film-coated tablet;850mg;Prescription;Yes;Berlin-Chemie AG (Menarini Group);SPC_1064731.pdf;PIL_1064731.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
978;L01XE39;RYDAPT;capsule, soft;25mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004095/WC500237581.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004095/WC500237581.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
979;N05AH03;ZALASTA;orodispersible tablet;5mg;Prescription;Yes;KRKA d.d., Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000792/WC500045945.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000792/WC500045945.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
980;R01AD81;DYMISTA;nasal spray, suspension;50mcg +137mcg 1pihustus;Hospital use,Prescription;No;Meda Pharma SIA;SPC_1544554.pdf;PIL_1544554.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
981;J05AF05;LAMIVUDINE TEVA PHARMA B.V.;film-coated tablet;300mg;Prescription;No;Teva B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001111/WC500044177.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001111/WC500044177.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
982;L02BG04;FEMARA;film-coated tablet;2,5mg;Prescription;No;Globalex Pharma OÜ;SPC_1730810.pdf;PIL_1730810.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
983;J01DC02;ZINNAT;film-coated tablet;250mg;Prescription;Yes;Glaxo Group Ltd.;SPC_1007110.pdf;PIL_1007110.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
984;L01BA01;METHOTREXATE ACCORD;concentrate for solution for infusion;100mg 1ml;Prescription;No;Accord Healthcare Limited;SPC_1678563.pdf;PIL_1678563.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
985;B03XA83;EPORATIO;solution for injection in pre-filled syringe;10000RÜ 1ml;Prescription;No;ratiopharm GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
986;L01XX17;HYCAMTIN;powder for concentrate for solution for infusion;4mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000123/WC500051542.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000123/WC500051542.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
987;B03XA83;EPORATIO;solution for injection in pre-filled syringe;1000RÜ 0.5ml;Prescription;No;ratiopharm GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001033/WC500043300.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
988;J01CA04;OSPAMOX 250 MG/5 ML;powder for oral suspension;50mg 1ml;Prescription;Yes;Sandoz GmbH;SPC_1182002.pdf;PIL_1182002.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
989;J06BA02;PRIVIGEN;solution for infusion;100mg 1ml;Prescription;No;CSL Behring GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000831/WC500043077.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000831/WC500043077.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
990;N01BB02;LIDOCAINE ACCORD;solution for injection;10mg 1ml;Prescription;No;Accord Healthcare Limited;SPC_1645837.pdf;PIL_1645837.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
